page,label,section_id,section_title,nearest_prev_heading_text,heading_match,text
17,text,,"5.2.3 Irreducible representations π λ ( g ) i,j",,False,"Finally let A = ( U ⊗ V T ˜ AU ∗ ⊗ ¯ V ) ⊕ 0 on the space for ⊕ 0 ≤ n,n ′ ≤ m +¯ m g ⊗ n ⊗ g ∗⊗ n ′ ⊗ I E ,"
17,text,,"5.2.3 Irreducible representations π λ ( g ) i,j",,False,"Since ∥ A ∥ 1 = ∥ U ⊗ V T ˜ AU ∗ ⊗ ¯ V ∥ 1 = ∥ ˜ A ∥ 1 = 1, we obtain the desired statement."
17,text,,Acknowledgement,,False,"The author would like to thank his boss Michaglyph[suppress] l Oszmaniec for his kindness and support. The author acknowledges support from National Science Center, Poland within the QuantERA III Programme (No 2023/05/Y/ST2/00140 acronym Tuquan) that has received funding from the European Union's Horizon 2020 program."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[AJV01] A. Ac´ ın, E. Jan´ e, and G. Vidal. Optimal estimation of quantum dynamics. Phys. Rev. A , 64:050302, 2001."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[AS25] J. Agerskov and K. Splittorff. Quantum determinant estimation. Phys. Rev. A , 112:012407, 2025."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[BBC + 01] Robert Beals, Harry Buhrman, Richard Cleve, Michele Mosca, and Ronald de Wolf. Quantum lower bounds by polynomials. Journal of the ACM (JACM) , 48(4):778-797, 2001."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[BCG + 24] Sergey Bravyi, Anirban Chowdhury, David Gosset, Vojtˇ ech Havl´ ıˇ cek, and Guanyu Zhu. Quantum complexity of the kronecker coefficients. PRX Quantum , 5(1):010329, 2024."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[BCH + 94] Georgia Benkart, Manish Chakrabarti, Thomas Halverson, Robert Leduc, Chanyoung Y Lee, and Jeffrey Stroomer. Tensor product representations of general linear groups and their connections with brauer algebras. Journal of Algebra , 166(3):529-567, 1994."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[BGHS25] Sergey Bravyi, David Gosset, Vojtech Havlicek, and Louis Schatzki. Classical and quantum algorithms for characters of the symmetric group. arXiv preprint arXiv:2501.12579 , 2025."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[BHMT02] Gilles Brassard, Peter Høyer, Michele Mosca, and Alain Tapp. Quantum amplitude amplification and estimation. Contemporary Mathematics , 305:53-74, 2002."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[BNZ25] John Bostanci, Barak Nehoran, and Mark Zhandry. A general quantum duality for representations of groups with applications to quantum money, lightning, and fire. In 57th Annual Symposium on Theory of Computing , pages 201-212, 2025."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[BTD03] Theodor Br¨ ocker and Tammo Tom Dieck. Representations of compact Lie groups , volume 98. Springer Science & Business Media, 2003."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[CCGP + 24] Laura Clinton, Toby S. Cubitt, Raul Garcia-Patron, Ashley Montanaro, Stasja Stanisic, and Maarten Stroeks. Quantum phase estimation without controlled unitaries. arXiv preprint arXiv:2410.21517 , 2024."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[CDPS04] G. Chiribella, G. M. D'Ariano, P. Perinotti, and M. F. Sacchi. Efficient use of quantum resources for the transmission of a reference frame. Phys. Rev. Lett. , 93:180503, 2004."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[CDS05] G. Chiribella, G. M. D'Ariano, and M. F. Sacchi. Optimal estimation of group transformations using entanglement. Phys. Rev. A , 72:042338, Oct 2005."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,[Chi] Andrew M Childs. Lecture notes on quantum algorithms.
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Cir24] Cristina Cirstoiu. A fourier analysis framework for approximate classical simulations of quantum circuits. arXiv preprint arXiv:2410.13856 , 2024."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[DJSW07] Miroslav Dobˇ s´ ıˇ cek, G¨ oran Johansson, Vitaly Shumeiko, and G¨ oran Wendin. Arbitrary accuracy iterative quantum phase estimation algorithm using a single ancillary qubit: A two-qubit benchmark. Phys. Rev. A , 76(3):030306, 2007."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[EGH + 11] Pavel I Etingof, Oleg Golberg, Sebastian Hensel, Tiankai Liu, Alex Schwendner, Dmitry Vaintrob, and Elena Yudovina. Introduction to representation theory , volume 59. American Mathematical Soc., 2011."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[FEK25] Paul K Faehrmann, Jens Eisert, and Richard Kueng. In the shadow of the hadamard test: Using the garbage state for good and further modifications. arXiv preprint arXiv:2505.15913 , 2025."
18,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[FH13] William Fulton and Joe Harris. Representation theory: a first course , volume 129. Springer Science & Business Media, 2013."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Gri25] Dmitry A. Grinko. Mixed Schur-Weyl duality in quantum information . PhD thesis, Ph. D. thesis, University of Amsterdam, 2025."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[GSLW19] Andr´ as Gily´ en, Yuan Su, Guang Hao Low, and Nathan Wiebe. Quantum singular value transformation and beyond: exponential improvements for quantum matrix arithmetics. In 51st annual symposium on theory of computing , pages 193-204, 2019."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[GST24] Zuzana Gavorov´ a, Matan Seidel, and Yonathan Touati. Topological obstructions to quantum computation with unitary oracles. Phys. Rev. A , 109:032625, 2024."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Hay06] Masahito Hayashi. Parallel treatment of estimation of su (2) and phase estimation. Physics Letters A , 354(3):183-189, 2006."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Hay16] Masahito Hayashi. Quantum information theory . Springer, 2016."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Hel69] Carl W Helstrom. Quantum detection and estimation theory. Journal of Statistical Physics , 1(2):231252, 1969."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[HKOT23] Jeongwan Haah, Robin Kothari, Ryan O'Donnell, and Ewin Tang. Query-optimal estimation of unitary channels in diamond distance. In 64th Annual Symposium on Foundations of Computer Science , pages 363-390, 2023."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,[Jor09] Stephen P. Jordan. Fast quantum algorithms for approximating some irreducible representations of groups. 2009.
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Kit95] A Yu Kitaev. Quantum measurements and the abelian stabilizer problem. arXiv preprint quantph/9511026 , 1995."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[KLY15] Shelby Kimmel, Guang Hao Low, and Theodore J Yoder. Robust calibration of a universal single-qubit gate set via robust phase estimation. Phys. Rev. A , 92(6):062315, 2015."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[LC98] Erich Leo Lehmann and George Casella. Theory of point estimation . Springer, 1998."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[LH25] Mart´ ın Larocca and Vojtech Havlicek. Quantum algorithms for representation-theoretic multiplicities. Phys. Rev. Lett. , 135:010602, 2025."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[LSS + 20] Yiping Lu, Jun Yan Sim, Jun Suzuki, Berthold-Georg Englert, and Hui Khoon Ng. Direct estimation of minimum gate fidelity. Phys. Rev. A , 102:022410, 2020."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[MdW23] Nikhil S. Mande and Ronald de Wolf. Tight Bounds for Quantum Phase Estimation and Related Problems. In 31st Annual European Symposium on Algorithms , volume 274, pages 81:1-81:16, 2023."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Mec19] Elizabeth S Meckes. The random matrix theory of the classical compact groups , volume 218. Cambridge University Press, 2019."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[MS14] Iman Marvian and Robert W Spekkens. A generalization of schur-weyl duality with applications in quantum estimation. Communications in Mathematical Physics , 331(2):431-475, 2014."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[NC10] Michael A. Nielsen and Isaac L. Chuang. Quantum Computation and Quantum Information: 10th Anniversary Edition . Cambridge University Press, 10th edition, 2010."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Ngu23] Quynh T Nguyen. The mixed schur transform: efficient quantum circuit and applications. arXiv preprint arXiv:2310.01613 , 2023."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[Pan25] Greta Panova. Polynomial time classical versus quantum algorithms for representation theoretic multiplicities. arXiv preprint arXiv:2502.20253 , 2025."
19,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[PW27] F. Peter and H. Weyl. Die vollst¨ andigkeit der primitiven darstellungen einer geschlossenen kontinuierlichen gruppe. Mathematische Annalen , 97(1):737-755, 1927."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[SHF13] Krysta M Svore, Matthew Hastings, and Michael Freedman. Faster phase estimation. Quantum Information and Computation , 14:306-328, 2013."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[SY23] Adrian She and Henry Yuen. Unitary property testing lower bounds by polynomials. In 14th Innovations in Theoretical Computer Science Conference , 2023."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[TW25] Ewin Tang and John Wright. Are controlled unitaries helpful? arXiv preprint arXiv:2508.00055 , 2025."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[vACGN23] Joran van Apeldoorn, Arjan Cornelissen, Andr´ as Gily´ en, and Giacomo Nannicini. Quantum tomography using state-preparation unitaries. In 34th Annual Symposium on Discrete Algorithms , pages 1265-1318, 2023."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[WBP + 24] Iria W. Wang, Robin Brown, Taylor L. Patti, Anima Anandkumar, Marco Pavone, and Susanne F. Yelin. Sum-of-squares inspired quantum metaheuristic for polynomial optimization with the hadamard test and approximate amplitude constraints. arXiv preprint arXiv:2408.07774 , 2024."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[WRZ + 21] Bujiao Wu, Maharshi Ray, Liming Zhao, Xiaoming Sun, and Patrick Rebentrost. Quantum-classical algorithms for skewed linear systems with an optimized hadamard test. Phys. Rev. A , 103:042422, 2021."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[YRC20] Yuxiang Yang, Renato Renner, and Giulio Chiribella. Optimal universal programming of unitary gates. Phys. Rev. Lett. , 125(21):210501, 2020."
20,reference,30c88170-fd15-5486-bf70-bbab16747183_section_21,Reference,,False,"[ZBQ + 25] Alexander I. Zenchuk, Georgii A. Bochkin, Wentao Qi, Asutosh Kumar, and Junde Wu. Quantum algorithms for calculating determinant and inverse of matrix and solving linear algebraic systems. Quantum Information & Computation , 25(2):195-215, 2025."
20,text,,A Appendix,,False,Here we give proofs of several statements that have to place in Appendix.
20,text,,A Appendix,,False,"For any m ∈ N 0 , define a subspace of L 2 ( U ( d )) as"
20,text,,A Appendix,,False,"where g ij denotes the ( i, j ) entry of g ∈ U ( d ). This is the space of multi-variate polynomials in matrix entry of g , whose degree is at most m . We also define another subspace P m ( U ( d )) as"
20,text,,A Appendix,,False,"The subspaces P m ( U ( d )) , P m ( U ( d )) ( m ∈ N 0 ) are finite dimensional, and therefore closed in L 2 ( U ( d )). Note that P 0 ( U ( d )) = P 0 ( U ( d )) = C . Analogously, define"
20,text,,A Appendix,,False,that are also finite-dimensional and therefore closed. Note that for convenience P 0 is not included in case of P .
20,text,,A Appendix,,False,Lemma 1.
20,text,,A Appendix,,False,"Proof. By Fact 4,"
21,text,,A Appendix,,False,"where { λ 1 , . . . , λ max } = Λ m, ≤ d . By the definition of tensor products, matrix entries of g ⊗ m form a basis of P m ( U ( d )), and therefore Equation (13) implies any π λ ( g ) U ( d ) ( λ ∈ Λ m, ≤ d ) may be written as a linear combination of elements in P m ( U ( d )). This shows"
21,text,,A Appendix,,False,"To show the opposite direction, use"
21,text,,A Appendix,,False,and follow the same proof strategy.
21,text,,Lemma 2.,,False,where
21,text,,Lemma 2.,,False,Proof. Take the complex conjugation on both sides of Equation (13) and apply the same proof technique as Lemma 1 together with Fact 2.
21,text,,Lemma 2.,,False,"Lemma 3. Let A,B,C and D be rectangular matrices satisfying A ⊗ B = C ⊕ D . Then taking the partial transpose on B of the RHS yields"
21,text,,Lemma 2.,,False,"for some D i 's, when dim B ≥ dim C ."
21,text,,Lemma 2.,,False,"Proof. Let X ∈ M ( n × m,n × m, C ) be a matrix on the space V ⊗ W where dim V = n and dim W = m . First observe the partial transpose of X on the space W is represented as"
21,text,,Lemma 2.,,False,"where X = ( X ij ) 1 ≤ i,j ≤ n is a block decomposition; each X ij is an m × m matrix. Therefore the partial transpose of the matrix C ⊕ D = ( C 0 0 D ) on the space whose dimension larger than or equal to dim C satisfies"
21,text,,Lemma 2.,,False,This shows the statement.
